"","incomeChangeHH","age","profile_gender","profile_GOR","profile_socialgrade_cie","pastvote_ge_2019","approveUKGovt"
"2618","It hasn’t changed","79","Male","East Midlands","E","Conservative","Approve"
"2619","It is less than half what it was","53","Female","East of England","C2",NA,"Neither approve nor disapprove"
"2620","It hasn’t changed","62","Female","Wales","C1","Conservative","Strongly approve"
"2621","It hasn’t changed","64","Male","South East","E","Conservative","Neither approve nor disapprove"
"2622","Don’t know","20","Male","East Midlands","A","Labour","Neither approve nor disapprove"
"2623","It hasn’t changed","39","Female","London","D","Labour","Neither approve nor disapprove"
"2624","It hasn’t changed","23","Female","South West","C1","Labour","Strongly disapprove"
"2625","It has increased","29","Female","Scotland","C2","Green","Neither approve nor disapprove"
"2626","It is less than half what it was","19","Female","East of England","E",NA,"Neither approve nor disapprove"
"2627","Don’t know","36","Female","London","C2",NA,"Approve"
"2628","It hasn’t changed","70","Female","North West","B",NA,"Approve"
"2629","It has decreased by between a quarter and a half","43","Female","West Midlands","C2","Labour","Disapprove"
"2630","It has increased","25","Female","Scotland","A","Scottish National Party (SNP)","Strongly disapprove"
"2631","It hasn’t changed","66","Female","South East","C2","Conservative","Neither approve nor disapprove"
"2632","It hasn’t changed","33","Female","East Midlands","B","Labour","Strongly approve"
"2633","It has decreased by less than a quarter","22","Female","East of England","C1","Liberal Democrat","Approve"
"2634","Don’t know","19","Female","South East","C1","Labour","Strongly disapprove"
"2635","It hasn’t changed","64","Male","South West","C2","Liberal Democrat","Approve"
"2636","It hasn’t changed","73","Female","West Midlands","C1","Conservative","Approve"
"2637","It is less than half what it was","67","Male","East Midlands","C2","Conservative","Approve"
"2638","It hasn’t changed","47","Female","West Midlands","C1","Labour","Neither approve nor disapprove"
"2639","Don’t know","33","Female","South West","B",NA,"Strongly approve"
"2640","It hasn’t changed","69","Female","East of England","A","Conservative","Strongly approve"
"2641","It hasn’t changed","53","Female","East of England","C2",NA,"Approve"
"2642","It is less than half what it was","62","Male","South West","C1","Conservative","Neither approve nor disapprove"
"2643","It has decreased by less than a quarter","38","Female","London","D",NA,"Approve"
"2644","It has increased","73","Male","South East","C2","Conservative","Neither approve nor disapprove"
"2645","It hasn’t changed","44","Female","South West","C1","Labour","Disapprove"
"2646","It has decreased by less than a quarter","23","Female","Wales","A","Conservative","Approve"
"2647","It hasn’t changed","61","Female","Scotland","C1","Scottish National Party (SNP)","Approve"
"2648","It hasn’t changed","46","Female","East Midlands","C2","Labour","Disapprove"
"2649","It hasn’t changed","64","Male","Yorkshire and the Humber","C1","Conservative","Approve"
"2650","It hasn’t changed","41","Female","North East","C1",NA,"Approve"
"2651","It hasn’t changed","21","Female","East Midlands","C1","Labour","Disapprove"
"2652","It hasn’t changed","69","Female","South East","C2","Conservative","Strongly approve"
"2653","It has decreased by between a quarter and a half","65","Female","Scotland","C1","Scottish National Party (SNP)","Strongly disapprove"
"2654","It has decreased by less than a quarter","26","Female","South West","C1","Liberal Democrat","Neither approve nor disapprove"
"2655","It has decreased by less than a quarter","54","Male","South West","D","Conservative","Approve"
"2656","It hasn’t changed","70","Male","North East","E","Conservative","Approve"
"2657","It hasn’t changed","49","Male","London","C1","Conservative","Neither approve nor disapprove"
"2658","It hasn’t changed","66","Female","London","C1",NA,"Approve"
"2659","It has decreased by less than a quarter","38","Female","South East","B","Liberal Democrat","Strongly disapprove"
"2660","It hasn’t changed","52","Female","Yorkshire and the Humber","C2","Labour","Neither approve nor disapprove"
"2661","It hasn’t changed","75","Female","Scotland","C2","Scottish National Party (SNP)","Disapprove"
"2662","It hasn’t changed","39","Male","Wales","C1","Labour","Neither approve nor disapprove"
"2663","It has decreased by less than a quarter","65","Female","North West","B","Labour","Neither approve nor disapprove"
"2664","It has decreased by less than a quarter","25","Female","Scotland","C2","Scottish National Party (SNP)","Neither approve nor disapprove"
"2665","It hasn’t changed","32","Female","Yorkshire and the Humber","D","Liberal Democrat","Neither approve nor disapprove"
"2666","It hasn’t changed","23","Female","South East","C1","Labour","Approve"
"2667","It hasn’t changed","75","Female","Scotland","C2","Conservative","Neither approve nor disapprove"
"2668","It has decreased by less than a quarter","71","Male","North East","C2","Conservative","Approve"
"2669","It hasn’t changed","53","Male","East of England","C1","Conservative","Strongly approve"
"2670","Don’t know","19","Female","South East","D","Labour","Neither approve nor disapprove"
"2671","It has increased","41","Male","East of England","B",NA,"Approve"
"2672","It hasn’t changed","62","Female","West Midlands","E",NA,"Approve"
"2673","It has decreased by less than a quarter","20","Female","North West","C2",NA,"Neither approve nor disapprove"
"2674","It hasn’t changed","49","Male","Scotland","D","Other","Approve"
"2675","It hasn’t changed","47","Female","East Midlands","C1","Conservative","Neither approve nor disapprove"
"2676","It hasn’t changed","53","Female","North East","B","Liberal Democrat","Disapprove"
"2677","It hasn’t changed","37","Female","South East","E","Don't know","Neither approve nor disapprove"
"2678","It hasn’t changed","49","Female","South West","A","Conservative","Approve"
"2679","Don’t know","20","Male","North West","D",NA,"Neither approve nor disapprove"
"2680","It hasn’t changed","23","Female","West Midlands","E",NA,"Neither approve nor disapprove"
"2681","It has decreased by between a quarter and a half","21","Female","East Midlands","E","Conservative","Neither approve nor disapprove"
"2682","It has decreased by less than a quarter","33","Female","South West","B",NA,"Neither approve nor disapprove"
"2683","It hasn’t changed","66","Female","East of England","C2","Conservative","Approve"
"2684","It hasn’t changed","44","Male","North West","C1","Liberal Democrat","Approve"
"2685","It hasn’t changed","63","Female","East Midlands","C2","Conservative","Strongly approve"
"2686","It hasn’t changed","23","Female","Yorkshire and the Humber","B","Conservative","Approve"
"2687","Don’t know","22","Female","London","A","Labour","Neither approve nor disapprove"
"2688","It hasn’t changed","23","Female","West Midlands","E","Conservative","Approve"
"2689","It hasn’t changed","69","Female","South East","C1","Liberal Democrat","Disapprove"
"2690","It has decreased by between a quarter and a half","27","Female","South East","C1",NA,"Disapprove"
"2691","It hasn’t changed","31","Female","East of England","B","Liberal Democrat","Disapprove"
"2692","It hasn’t changed","27","Female","South East","B",NA,"Neither approve nor disapprove"
"2693","It has decreased by less than a quarter","19","Female","North West","C1",NA,"Neither approve nor disapprove"
"2694","It hasn’t changed","20","Male","East of England","A",NA,"Neither approve nor disapprove"
"2695","It hasn’t changed","29","Male","East of England","B","Green","Approve"
"2696","It has increased","67","Male","North West","C1","Brexit Party","Disapprove"
"2697","It hasn’t changed","49","Male","London","E","Labour","Strongly disapprove"
"2698","It hasn’t changed","69","Female","East Midlands","B","Conservative","Approve"
"2699","It hasn’t changed","23","Male","South West","C1","Conservative","Approve"
"2700","It hasn’t changed","51","Male","Yorkshire and the Humber","C2",NA,"Strongly disapprove"
"2701","It has decreased by less than a quarter","48","Female","West Midlands","A","Liberal Democrat","Disapprove"
"2702","It has increased","42","Male","Wales","B","Labour","Neither approve nor disapprove"
"2703","It has decreased by between a quarter and a half","39","Female","East of England","B","Labour","Strongly disapprove"
"2704","It hasn’t changed","60","Male","North West","E","Labour","Strongly disapprove"
"2705","It hasn’t changed","24","Female","West Midlands","E","Labour","Disapprove"
"2706","It hasn’t changed","38","Female","South East","C1","Conservative","Approve"
"2707","It hasn’t changed","46","Female","West Midlands","C1","Liberal Democrat","Approve"
"2708","It hasn’t changed","29","Male","South East","D","Liberal Democrat","Neither approve nor disapprove"
"2709","Don’t know","23","Female","Yorkshire and the Humber","C1","Don't know","Disapprove"
"2710","It hasn’t changed","24","Male","London","D","Liberal Democrat","Disapprove"
"2711","It hasn’t changed","32","Female","South East","B","Labour","Neither approve nor disapprove"
"2712","It hasn’t changed","23","Female","Wales","C1","Labour","Neither approve nor disapprove"
"2713","It hasn’t changed","22","Male","Scotland","A","Liberal Democrat","Approve"
"2714","It has increased","56","Male","London","E",NA,"Approve"
"2715","It is less than half what it was","26","Female","Scotland","C1",NA,"Neither approve nor disapprove"
"2716","It hasn’t changed","70","Female","East Midlands","C1","Conservative","Approve"
"2717","It hasn’t changed","22","Female","South West","D",NA,"Neither approve nor disapprove"
"2718","It has decreased by between a quarter and a half","53","Female","Scotland","C2","Conservative","Approve"
"2719","It hasn’t changed","69","Female","West Midlands","B","Labour","Approve"
"2720","It hasn’t changed","46","Male","Yorkshire and the Humber","D","Brexit Party","Neither approve nor disapprove"
"2721","It has decreased by less than a quarter","56","Male","South East","B","Labour","Strongly disapprove"
"2722","It has decreased by less than a quarter","41","Male","Yorkshire and the Humber","D",NA,"Approve"
"2723","It is less than half what it was","41","Female","East Midlands","B","Labour","Approve"
"2724","It hasn’t changed","68","Male","Wales","C2","Conservative","Approve"
"2725","Don’t know","22","Female","London","C1",NA,"Approve"
